x,y,z
0.008467704057693481,-0.00925678014755249,-0.033308565616607666
0.001893371343612671,0.0028673410415649414,0.016714155673980713
6.711483001708984e-05,0.013566434383392334,-0.004255518317222595
0.0002065896987915039,0.016066431999206543,-0.005830198526382446
0.03001314401626587,0.03309786319732666,-0.03845401108264923
-0.008650600910186768,0.022387981414794922,-0.05741897225379944
0.015062808990478516,0.015136480331420898,-0.08684606850147247
-0.00029850006103515625,0.0039479732513427734,-0.08313871920108795
-0.01959356665611267,0.011927485466003418,-0.052142709493637085
-0.014835923910140991,0.007599055767059326,-0.0964951366186142
-0.03673285245895386,0.00984489917755127,-0.09870506823062897
-0.03224954009056091,0.008210539817810059,-0.09744413197040558
-0.047233760356903076,0.06035876274108887,-0.0820675641298294
-0.0812930166721344,0.05220186710357666,-0.13797111809253693
-0.11170428991317749,-0.043980419635772705,-0.001965567469596863
-0.12778189778327942,0.08156394958496094,-0.35461024940013885
-0.08899718523025513,-0.19031262397766113,0.036728449165821075
-0.06334415078163147,-0.22816693782806396,0.05595757067203522
-0.04702490568161011,-0.2288993000984192,0.12861041352152824
-0.03780516982078552,-0.23382025957107544,0.1790209412574768
-0.03545433282852173,-0.2461385726928711,0.24561837315559387
-0.033986896276474,-0.2476673424243927,0.14912039786577225
-0.03199738264083862,-0.2516307234764099,0.056164033710956573
-0.026048600673675537,-0.2522302567958832,0.08692690171301365
-0.021577298641204834,-0.2526249587535858,0.022663362324237823
-0.014909505844116211,-0.2528802752494812,0.006401851773262024
-0.013233304023742676,-0.25338050723075867,-0.04183834791183472
-0.011666595935821533,-0.25082048773765564,-0.007258057594299316
-0.011707305908203125,-0.24816298484802246,-0.014907777309417725
-0.007290661334991455,-0.24744939804077148,-0.01661153882741928
-0.009216070175170898,-0.24651935696601868,-0.019019074738025665
-0.010036766529083252,-0.24660995602607727,-0.012466631829738617
-0.01978987455368042,-0.2411128282546997,0.12915420904755592
-0.020212411880493164,-0.2370430827140808,0.13820764049887657
-0.028912216424942017,-0.23742544651031494,0.0873697828501463
-0.043509095907211304,-0.24098080396652222,0.2068488895893097
-0.04263710975646973,-0.2409827709197998,0.28079529106616974
-0.04445686936378479,-0.2333463430404663,0.12973297759890556
-0.04306989908218384,-0.23886483907699585,0.1380983106791973
-0.04174581170082092,-0.23495543003082275,0.1447010040283203
-0.03442677855491638,-0.2470669448375702,0.02481064200401306
-0.038532108068466187,-0.2469930648803711,0.040017880499362946
-0.04748764634132385,-0.2441384196281433,0.05302441492676735
-0.05618220567703247,-0.24864935874938965,0.05721988528966904
-0.05973672866821289,-0.25941693782806396,0.04337416589260101
-0.06411188840866089,-0.2662765383720398,0.036884941160678864
-0.06188693642616272,-0.2702625095844269,0.04718947038054466
-0.0656629204750061,-0.27178990840911865,0.053165923804044724
-0.0693759024143219,-0.2745935022830963,-0.059917837381362915
-0.0688880980014801,-0.2845434248447418,-0.06180243194103241
-0.06821790337562561,-0.28139859437942505,-0.05874644219875336
-0.06011319160461426,-0.25459057092666626,-0.0378815233707428
-0.05632990598678589,-0.25925660133361816,-0.016364187002182007
-0.032901912927627563,-0.25715482234954834,0.0009633302688598633
-0.03397732973098755,-0.2575509250164032,-0.01850000023841858
-0.03309941291809082,-0.2538314461708069,0.08359106443822384
-0.0899459719657898,-0.2450142502784729,0.24253292381763458
-0.12123391032218933,-0.23165732622146606,0.2568480223417282
-0.12343576550483704,-0.23093444108963013,0.2108370065689087
-0.12371659278869629,-0.2308979034423828,0.2011547088623047
-0.12478950619697571,-0.24038565158843994,0.09128447622060776
-0.12475672364234924,-0.24038922786712646,0.09102529846131802
-0.12564098834991455,-0.23430413007736206,0.10881586372852325
-0.12959033250808716,-0.2320823073387146,0.05881250649690628
-0.13912266492843628,-0.24076443910598755,-0.08019429445266724
-0.1448189616203308,-0.2359800934791565,-0.13894933462142944
-0.14462512731552124,-0.27334079146385193,-0.2721533626317978
-0.13494130969047546,-0.31943875551223755,-0.4568164795637131
-0.11269402503967285,-0.43169891834259033,-0.3966965228319168
-0.11334627866744995,-0.45185115933418274,-0.7031720131635666
-0.16427841782569885,-0.5326110422611237,-0.7726353853940964
-0.19012364745140076,-0.41746166348457336,-0.16652174293994904
-0.16816145181655884,-0.3094059228897095,-0.008434399962425232
-0.13154372572898865,-0.2788172960281372,0.04276474937796593
-0.12000402808189392,-0.2719382643699646,0.08462418802082539
-0.09805244207382202,-0.2711799740791321,0.07272462919354439
-0.06422990560531616,-0.2660692632198334,0.1564875692129135
-0.055632203817367554,-0.22748684883117676,0.11710116546601057
-0.052753746509552,-0.2180957794189453,0.17065942287445068
-0.05096936225891113,-0.21583044528961182,0.2355428785085678
-0.06751686334609985,-0.2281585931777954,0.2307482212781906
-0.09295472502708435,-0.19763082265853882,0.25347791612148285
-0.1093285083770752,-0.1558142900466919,0.16724255681037903
-0.11263561248779297,-0.158893883228302,-0.06437124311923981
-0.112049400806427,-0.16968780755996704,-0.06022557616233826
-0.10156455636024475,-0.17202609777450562,0.02909921109676361
-0.08454981446266174,-0.1723352074623108,-0.005293853580951691
-0.0734250545501709,-0.17275100946426392,-0.005511246621608734
-0.07563751935958862,-0.16985440254211426,0.00022988766431808472
-0.08429288864135742,-0.18013089895248413,-0.036474183201789856
-0.08359795808792114,-0.19020044803619385,0.07277456298470497
-0.08068805932998657,-0.19835209846496582,0.014327138662338257
-0.08016195893287659,-0.19619220495224,-0.022445186972618103
-0.07727956771850586,-0.18821603059768677,0.06314247474074364
-0.07510334253311157,-0.18653976917266846,0.07599325850605965
-0.07335495948791504,-0.18672782182693481,0.09679518919438124
-0.055156558752059937,-0.18491911888122559,0.14264440163969994
-0.05579829216003418,-0.1892215609550476,0.0910524483770132
-0.058496177196502686,-0.187208890914917,0.0670163705945015
-0.058848798274993896,-0.192132830619812,0.038827069103717804
-0.058231502771377563,-0.19440144300460815,0.07333799824118614
-0.058851778507232666,-0.1842922568321228,0.09370857384055853
-0.05891042947769165,-0.18518346548080444,0.0867985812947154
-0.06093877553939819,-0.1849285364151001,0.12778094969689846
-0.07094663381576538,-0.18582284450531006,-0.023991510272026062
-0.060725122690200806,-0.184620201587677,0.07024813070893288
-0.06425696611404419,-0.18455743789672852,0.003979988396167755
-0.06327086687088013,-0.1843794584274292,0.05812104791402817
-0.06379017233848572,-0.1850646734237671,-0.0015853643417358398
-0.0630553662776947,-0.18505209684371948,0.007278047502040863
-0.06179085373878479,-0.1842721700668335,0.03396514803171158
-0.06138691306114197,-0.18593037128448486,0.011410057544708252
-0.061341434717178345,-0.18496745824813843,-0.003757864236831665
-0.061326026916503906,-0.18432950973510742,0.0137004554271698
-0.061611324548721313,-0.18517190217971802,0.013604693114757538
-0.06143265962600708,-0.18737924098968506,0.0920730959624052
-0.05997171998023987,-0.19206196069717407,0.06236710771918297
-0.058705657720565796,-0.19195681810379028,0.10098242678213865
0.051973819732666016,-0.2115970253944397,0.12604235485196114
-0.05427709221839905,-0.1913335919380188,0.05048000440001488
-0.059504181146621704,-0.17827296257019043,0.0066228508949279785
-0.06495791673660278,-0.1765400767326355,-0.01758541911840439
