x,y,z
0.0027464628219604492,-0.0940520167350769,0.001299779862165451
-0.0003808736801147461,-0.08680081367492676,-0.005329761654138565
0.0016453266143798828,-0.09071582555770874,0.014223646372556686
0.004692435264587402,-0.09019559621810913,0.04512148164212704
0.006691545248031616,-0.07980561256408691,0.04586881212890148
0.006470680236816406,-0.07999205589294434,0.04440938122570515
0.009738296270370483,-0.07108736038208008,0.00042111799120903015
0.007479608058929443,-0.07703578472137451,0.028701117262244225
0.004600554704666138,-0.0770270824432373,0.031403228640556335
0.006387263536453247,-0.09183168411254883,0.047435088083148
0.0067751407623291016,-0.0724414587020874,-0.05133391544222832
0.00839853286743164,-0.06599760055541992,-0.003233160823583603
0.007316231727600098,-0.060538649559020996,0.020367544144392014
0.0012857317924499512,-0.060063719749450684,0.00995955616235733
-0.026828765869140625,-0.09011167287826538,0.04308987408876419
-0.05733916163444519,-0.04518306255340576,-0.002745486795902252
-0.0749083161354065,-0.06099832057952881,0.06832435168325901
-0.07132852077484131,-0.02726161479949951,-0.02125236764550209
-0.06637638807296753,-0.06689071655273438,0.02399003878235817
-0.06600701808929443,-0.04109823703765869,0.017057180404663086
-0.056684792041778564,-0.008625149726867676,0.0020931698381900787
-0.0587693452835083,-0.045513153076171875,0.05451356526464224
-0.05735090374946594,-0.07026588916778564,0.027610894292593002
-0.03838372230529785,-0.06935811042785645,0.02580750733613968
-0.029828757047653198,-0.08293449878692627,0.031796326860785484
0.002691030502319336,-0.08204138278961182,0.04420672170817852
0.018884778022766113,-0.0860026478767395,0.05252606328576803
0.017829686403274536,-0.08268511295318604,0.0019580908119678497
0.025179028511047363,-0.08784866333007812,0.008909039199352264
0.023855537176132202,-0.08780491352081299,-0.039901312440633774
0.024176359176635742,-0.08559763431549072,0.004812382161617279
0.02174276113510132,-0.08565807342529297,-0.05224278196692467
0.02231884002685547,-0.08356881141662598,-0.021096233278512955
0.024716854095458984,-0.08456462621688843,0.06423410028219223
0.015158921480178833,-0.0846245288848877,-0.02994329109787941
-0.005326628684997559,-0.010425090789794922,0.13174450024962425
-0.019986987113952637,-0.01079261302947998,0.10282456874847412
-0.04356548190116882,-0.05401110649108887,0.11435183137655258
-0.01155957579612732,-0.04467165470123291,0.25952373072505
-0.023934364318847656,-0.04463088512420654,0.23131465539336205
-0.006983280181884766,-0.047599077224731445,0.11022274568676949
0.03176403045654297,-0.05417025089263916,0.15539905056357384
0.036099761724472046,-0.04051792621612549,0.14033683016896248
0.033407062292099,-0.02006065845489502,0.17831065878272057
0.039412349462509155,-0.020913243293762207,0.20241914317011833
0.04865378141403198,-0.030348658561706543,0.30118098482489586
-0.0060853660106658936,-0.0006577968597412109,0.04488651640713215
-0.006144851446151733,0.007268786430358887,0.062256718054413795
-0.014749377965927124,0.0009375810623168945,0.02413477748632431
-0.011676251888275146,0.03946423530578613,0.027426930144429207
-0.01357966661453247,0.06838583946228027,0.051793895196169615
-0.013419300317764282,0.06285250186920166,0.02582547999918461
-0.005802243947982788,0.051077842712402344,0.03199394233524799
-0.005021125078201294,0.07113814353942871,0.03248801454901695
-0.00521540641784668,0.07630157470703125,0.031345123425126076
-0.006428927183151245,0.07587552070617676,0.03349342569708824
-0.0024372637271881104,0.07780885696411133,0.014650106430053711
-0.0024895071983337402,-0.022341132164001465,-0.13056807965040207
0.00986623764038086,-0.012574911117553711,-0.03419652581214905
0.014155060052871704,-0.03059530258178711,0.005041912198066711
0.021807998418807983,-0.03561592102050781,0.0358861880376935
0.024069488048553467,-0.03966319561004639,0.01844237558543682
0.03321284055709839,-0.04846394062042236,0.002190135419368744
0.02478441596031189,-0.04012632369995117,-0.026693932712078094
0.026280105113983154,-0.04749619960784912,-0.09325399249792099
0.027077823877334595,-0.057868361473083496,-0.03376873582601547
0.03019767999649048,-0.059264957904815674,-0.06982225179672241
0.032430499792099,-0.04915034770965576,-0.03853078931570053
0.02983778715133667,-0.050106823444366455,-0.05181833356618881
0.034279048442840576,-0.04763227701187134,-0.02940678596496582
0.030174434185028076,-0.04305613040924072,-0.02538231760263443
0.02447134256362915,-0.03923773765563965,-0.00131978839635849
0.02179574966430664,-0.03872692584991455,0.023830415681004524
0.0017192065715789795,-0.036087751388549805,0.019249005243182182
-0.0034388303756713867,-0.024129867553710938,0.03403656464070082
-0.011036545038223267,0.0009808540344238281,8.392333984375e-05
-0.018130362033843994,-0.01455080509185791,0.04778506269212812
-0.02248498797416687,-0.0021246671676635742,0.02396314963698387
-0.022087931632995605,0.01280224323272705,0.013047933578491211
-0.021837741136550903,0.01669180393218994,0.04830926924478263
-0.019864171743392944,0.02243518829345703,0.059734297916293144
-0.016604870557785034,0.058972954750061035,0.07930171303451061
-0.016419827938079834,0.06660401821136475,0.059690666384994984
-0.019520044326782227,0.06514716148376465,-0.024881325662136078
-0.017844468355178833,0.047586679458618164,0.04853506089420989
-0.01297035813331604,0.03229475021362305,0.07587192207574844
-0.018619835376739502,0.06347072124481201,0.03814269695430994
-0.008593976497650146,0.03631389141082764,0.09714837372303009
-0.004475146532058716,-0.008977055549621582,0.05225362675264478
0.0010072886943817139,-0.026533007621765137,0.06987331062555313
0.011126548051834106,-0.040488362312316895,-0.010469060391187668
0.028748899698257446,-0.029656291007995605,-0.03253302723169327
0.04056769609451294,-0.013414382934570312,-0.03507367521524429
0.06245452165603638,0.020198822021484375,0.005310423672199249
0.008081495761871338,0.0049675703048706055,0.1805572584271431
0.05747932195663452,0.061872005462646484,0.2057829573750496
0.025179803371429443,0.058068156242370605,0.24044258147478104
0.044278085231781006,0.07367146015167236,0.3069275990128517
0.0360531210899353,0.07270407676696777,0.2742088511586189
0.021700382232666016,0.07551634311676025,0.187675841152668
0.010223567485809326,0.07926273345947266,0.18721824139356613
0.013518273830413818,0.08362817764282227,0.1838902309536934
0.022700607776641846,0.08408057689666748,0.19853321462869644
0.02157577872276306,0.07765567302703857,0.2334074005484581
0.016644954681396484,0.074088454246521,0.2792023941874504
0.012516498565673828,0.07593095302581787,0.21741177886724472
0.011405646800994873,0.07913577556610107,0.18588528782129288
0.021612823009490967,0.08988869190216064,0.18144726008176804
0.03092685341835022,0.07873106002807617,0.22066283971071243
0.028478801250457764,0.0899040699005127,0.13598153740167618
0.028279781341552734,0.08556747436523438,0.14637327939271927
0.02727264165878296,0.08506441116333008,0.18177440017461777
0.026579320430755615,0.08115458488464355,0.19003302603960037
0.025958240032196045,0.08109056949615479,0.18238139897584915
0.026854604482650757,0.08321058750152588,0.14770053327083588
0.025575220584869385,0.08135104179382324,0.20994339138269424
0.025704920291900635,0.08117437362670898,0.1744929626584053
0.025627046823501587,0.08148765563964844,0.19243619590997696
0.034099280834198,0.07363450527191162,0.20029402524232864
0.025678545236587524,0.06929147243499756,0.16438565403223038
0.022807687520980835,0.06964397430419922,0.1426679864525795
0.02592754364013672,0.07285881042480469,0.18746168166399002
0.025651216506958008,0.07588768005371094,0.17568648606538773
0.027494430541992188,0.07021796703338623,0.15280194580554962
0.02859368920326233,0.07019960880279541,0.17599771171808243
0.028304249048233032,0.07128620147705078,0.15093888342380524
0.018297046422958374,0.06382608413696289,0.1705586537718773
0.019695758819580078,0.069732666015625,0.16666246950626373
0.01890215277671814,0.061690568923950195,0.13862624019384384
0.019947588443756104,0.06201887130737305,0.12497099488973618
0.02244129776954651,0.07225465774536133,0.2238883450627327
0.017228513956069946,0.06321191787719727,0.16995947808027267
0.026582568883895874,0.05803096294403076,0.12615760415792465
0.027699559926986694,0.062054991722106934,0.13650859892368317
