names,max,min,mean,median
x,0.7378081679344177,0.5593419671058655,0.602350705677701,0.5978204011917114
y,0.8176989555358887,0.5827418565750122,0.6623435264190858,0.6609703898429871
z,0.3626649081707001,-1.966329574584961,-0.1486366927200493,-0.162687212228775
