names,max,min,mean,median
x,0.4992967247962951,0.2736486494541168,0.3397442424010575,0.3061462342739105
y,1.05116069316864,0.3849878013134002,0.7116262381224289,0.7185333967208862
z,0.6666275262832642,-1.879301905632019,-0.3144325372071687,-0.3329956233501434
