names,max,min,mean,median
x,0.7757454514503479,0.6245731115341187,0.6950715382893881,0.7058035731315613
y,1.054829239845276,0.4412456452846527,0.7176197941360605,0.7095391154289246
z,0.4665263593196869,-2.258009195327759,-0.2001737725842564,-0.2095985412597656
